Dataset,Experiment,Repository,URL,2D images,3D acquisitions,Assets
Mouse Ventral Cochlear Nucleus SBF-SEM Volume,Mouse Cochlear Nucleus SBF-SEM,BossDB,https://doi.org/10.60533/boss-2023-yw23,0,1,1
Multi-organ postmortem COVID-19 TEM,Human Multi-Organ COVID-19 Postmortem TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3706,6,0,6
Multiregional blood-brain barrier phenotyping identifies the prefrontal cortex as the most vulnerable region to ageing in mice - Dataset,Mouse Brain Blood-Brain Barrier Aging TEM,Zenodo,https://doi.org/10.5281/zenodo.18669865,174,0,174
Multiscale human liver tissue sample volume electron microscopy,Human Liver SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-13356,0,1,1
Multisite adhesion of Borrelia burgdorferi to the blood capillary surface in dorsal skin,Borrelia burgdorferi in Mouse Skin Vasculature SBF-SEM,figshare,https://doi.org/10.6084/m9.figshare.30042646.v1,0,1,1
"MuTk2_112 - POLG-mutator, TWNK overexpressor",Mouse Heart mtDNA Replication TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3725,5,0,5
"MuTk2_113 - POLG-mutator, TWNK overexpressor",Mouse Heart mtDNA Replication TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3725,10,0,10
MuTk2_116 - Wild-type,Mouse Heart mtDNA Replication TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3725,10,0,10
"MuTk2_132 - POLG-mutator, TWNK wild-type",Mouse Heart mtDNA Replication TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3725,7,0,7
Nematode pharyngeal connectome ssTEM (BossDB),Nematode Pharyngeal Connectome TEM,BossDB,https://doi.org/10.60533/BOSS-2013-XKV2,0,2,2
Newborn Mouse Optic Nerve SBF-SEM ROI 00-1 to 00-3,Mouse Optic Nerve SBF-SEM,Mendeley Data,https://doi.org/10.17632/6pf5fhzgwg,0,3,3
Newborn Mouse Optic Nerve SBF-SEM ROI 00-3,Mouse Optic Nerve SBF-SEM,Mendeley Data,https://doi.org/10.17632/wbbk78nc7f,0,1,1
Newborn Mouse Optic Nerve SBF-SEM ROI 01-1,Mouse Optic Nerve SBF-SEM,Mendeley Data,https://doi.org/10.17632/5955942vc3,0,1,1
NIH-3T3 Control & OPA1-KD FIB-SEM Volumes,NIH-3T3 Mitochondrial Cristae Control & OPA1 Knockdown FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11449,0,3,3
Nocodazole-Treated HeLa Cell FIB-SEM Volume (jrc_hela-nz-1),Nocodazole-Treated HeLa Cell FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.24944784,0,1,1
Nocodazole-Treated HeLa Cell FIB-SEM Volume (jrc_hela-nz-2),Nocodazole-Treated HeLa Cell FIB-SEM (jrc_hela-nz-2),OpenOrganelle,https://openorganelle.janelia.org/datasets/jrc_hela-nz-2,0,1,1
Non-diabetic Human Capillary 1,Mouse & Human Diabetic Retinal Capillary SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.15164516,0,1,1
Non-diabetic Human Capillary 2,Mouse & Human Diabetic Retinal Capillary SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.15164547,0,1,1
Non-diabetic Human Capillary 3,Mouse & Human Diabetic Retinal Capillary SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.15164557,0,1,1
Non-diabetic Mouse 1 Capillary 1,Mouse & Human Diabetic Retinal Capillary SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.15163921,0,1,1
Non-diabetic Mouse 1 Capillary 2,Mouse & Human Diabetic Retinal Capillary SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.15163977,0,1,1
Non-diabetic Mouse 1 Capillary 3,Mouse & Human Diabetic Retinal Capillary SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.15164033,0,1,1
Non-diabetic Mouse 2 Capillary 1,Mouse & Human Diabetic Retinal Capillary SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.15164075,0,1,1
Non-diabetic Mouse 2 Capillary 2,Mouse & Human Diabetic Retinal Capillary SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.15164081,0,1,1
Non-diabetic Mouse 2 Capillary 3,Mouse & Human Diabetic Retinal Capillary SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.15164210,0,1,1
Non-diabetic Mouse 3 Capillary 1,Mouse & Human Diabetic Retinal Capillary SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.15164220,0,1,1
Non-diabetic Mouse 3 Capillary 2,Mouse & Human Diabetic Retinal Capillary SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.15164263,0,1,1
Non-diabetic Mouse 3 Capillary 3,Mouse & Human Diabetic Retinal Capillary SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.15164279,0,1,1
NOX5 transgenic (2020),Podocyte-Specific NOX5 Transgenic Mouse Diabetic Nephropathy TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3715,40,0,40
NOX5 transgenic (2025),Podocyte-Specific NOX5 Transgenic Mouse Diabetic Nephropathy TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3715,110,0,110
nPOD autoantibody-positive pancreas nanotomy,Human Pancreatic Islet Type 1 Diabetes STEM,BioImage Archive,https://doi.org/10.17867/10000168,17,0,17
nPOD control pancreas nanotomy,Human Pancreatic Islet Type 1 Diabetes STEM,BioImage Archive,https://doi.org/10.17867/10000168,21,0,21
nPOD type 1 diabetes pancreas nanotomy,Human Pancreatic Islet Type 1 Diabetes STEM,BioImage Archive,https://doi.org/10.17867/10000168,24,0,24
nPOD type 2 diabetes pancreas nanotomy,Human Pancreatic Islet Type 1 Diabetes STEM,BioImage Archive,https://doi.org/10.17867/10000168,2,0,2
Obese Human Liver SEM,Obese Human Liver SEM,BioImage Archive,https://www.ebi.ac.uk/biostudies/bioimages/studies/S-BIAD3923,4,0,4
"Opisthorchis-infected, high-fat/high-fructose diet",Hamster Liver Opisthorchis Infection NAFLD TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3711,11,0,11
"Opisthorchis-infected, normal chow",Hamster Liver Opisthorchis Infection NAFLD TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3711,11,0,11
Overexpression of an ALS-associated FUS mutation in C. elegans disrupts NMJ morphology and leads to defective neuromuscular transmission,C. elegans Neuromuscular Junction ALS-FUS ET,Dryad,https://doi.org/10.5061/dryad.9ghx3ffg0,0,6,6
P. pacificus pharynx ssTEM volume (webKnossos),Nematode Pharyngeal Connectome TEM,WEBKNOSSOS,https://webknossos.org/datasets/bumbarger13-5ca4dd07010000a02931d708/view,0,1,1
P14 (d1) L4 Barrel Cortex,Developing Mouse Barrel Cortex Interneuron Synaptogenesis SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/P14_L4_AG_15-09-2015-5fce19f10100007c00cfaff0/view,0,1,1
P14 (d2) L4 Barrel Cortex,Developing Mouse Barrel Cortex Interneuron Synaptogenesis SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/P14_L4_n2_AG_08-12-2016-5fce19f10100007c00cfafef/view,0,1,1
P14 L2/3 Barrel Cortex,Developing Mouse Barrel Cortex Interneuron Synaptogenesis SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/P14_L23_AG_v3_17-03-2016-5fce1a690100007c00cfaff2/view,0,1,1
P5 L4 Barrel Cortex,Developing Mouse Barrel Cortex Interneuron Synaptogenesis SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/2020-06-12-p5-align2-600590b70100001900bd2d33/view,0,1,1
P7 (d1) L4 Barrel Cortex,Developing Mouse Barrel Cortex Interneuron Synaptogenesis SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/P7_L4_AG_27-05-2017_v1-5fce18c50100001900cfafec/view,0,1,1
"P7 (d2, control) L4 Barrel Cortex",Developing Mouse Barrel Cortex Interneuron Synaptogenesis SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/2020-05-19-st045-align-600590860100008900bd2d31/view,0,1,1
P7 Mouse Heart FIB-SEM Volume,P7 Mouse Heart FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.24020919,0,1,1
P7 Mouse Hippocampus FIB-SEM Volume,P7 Mouse Hippocampus FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.24085176,0,1,1
P7 Mouse Kidney,P7 Mouse Kidney FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.24020799,0,1,1
P7 Mouse Liver,P7 Mouse Liver FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.24051189,0,1,1
P7 Mouse Pancreas,P7 Mouse Pancreas FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.23411843,0,1,1
P7 Mouse Skin,P7 Mouse Skin FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.24085269,0,1,1
P7 Mouse Thymus,P7 Mouse Thymus FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.24085287,0,1,1
P9 (d1) L4 Barrel Cortex,Developing Mouse Barrel Cortex Interneuron Synaptogenesis SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/AG_P9_L4_30-06-2016-5fce193d0100006000cfafed/view,0,1,1
P9 (d2) L4 Barrel Cortex,Developing Mouse Barrel Cortex Interneuron Synaptogenesis SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/P9_L4_OldVerios_24-12-2015_v1-5fce19b50100007a00cfafee/view,0,1,1
"P9 (d3, control) L4 Barrel Cortex",Developing Mouse Barrel Cortex Interneuron Synaptogenesis SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/2020-06-06-st048-align-600590850100008000bd2d30/view,0,1,1
P9 L2/3 Barrel Cortex,Developing Mouse Barrel Cortex Interneuron Synaptogenesis SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/2016-07-07_P9_L23_v1-5fce1a2d0100007a00cfaff1/view,0,1,1
Pancreas - ADH-neg Control,Deer Mouse Alcohol-Induced Liver & Pancreas Injury TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3723,3,0,3
Pancreas - ADH-neg Ethanol-fed,Deer Mouse Alcohol-Induced Liver & Pancreas Injury TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3723,7,0,7
Pancreas - ADH-pos Control,Deer Mouse Alcohol-Induced Liver & Pancreas Injury TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3723,2,0,2
Pancreas - ADH-pos Ethanol-fed,Deer Mouse Alcohol-Induced Liver & Pancreas Injury TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3723,8,0,8
Paramecium Macronucleus TEM,Paramecium Macronucleus TEM,Institutional repository,https://doi.org/10.6075/j0nz86k4,1,0,1
Parlakgul 2022 Mouse Liver FIB-SEM,Mouse Liver FIB-SEM (Parlakgul 2022),EMPIAR,https://doi.org/10.6019/EMPIAR-10791,0,4,4
Parlakgul 2024 Mouse Liver FIB-SEM Volumes,Mouse Liver Hepatic ER and Mitochondria FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-12017,0,6,6
PAV-1 Cell Line,PAV-1 Rat Hepatic Stellate Cell Line TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3724,30,0,30
PAV-1 Cell Line - Mycoplasma Contamination,PAV-1 Rat Hepatic Stellate Cell Line TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3724,48,0,48
Pdx1-KO and control islets,Mouse Pancreatic Islet Pdx1 Knockout TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3718,10,0,10
Performing Correlative Light and Electron Microscopy to reveal the structural organization and location of alpha-synuclein aggregation hotspots inside the neuron.,Mouse Neuron Alpha-Synuclein Aggregation,EMPIAR,https://doi.org/10.6019/EMPIAR-11066,0,7,7
Pericyte targeting by Borrelia burgdorferi,Borrelia burgdorferi in Mouse Skin Vasculature SBF-SEM,figshare,https://doi.org/10.6084/m9.figshare.30042550.v1,0,1,1
Phelps et al. 2021 Drosophila Ventral Nerve Cord,Drosophila Ventral Nerve Cord TEM,BossDB,https://doi.org/10.60533/BOSS-2021-T21Z,0,1,1
Plant SBF-SEM - Tobacco Leaf Chloroplast,Tobacco Leaf Chloroplast SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11831,0,1,1
Plantorganelle Hunter EM images,Plant Leaf Organelle TEM,Science Data Bank,https://doi.org/10.57760/sciencedb.01335,929,0,929
Plasma Cell Centriole Electron Tomography,Human Plasma Cell Centriole ET,EMPIAR,https://doi.org/10.6019/EMPIAR-11505,0,24,24
Plasma membrane remodeling determines adipocyte expansion and mechanical adaptability - CAV1 knockout,Mouse Adipocyte Caveolin-1 KO/WT/Y14F Immunogold TEM,Zenodo,https://doi.org/10.5281/zenodo.13880353,17,0,17
Plasma membrane remodeling determines adipocyte expansion and mechanical adaptability - Cav1 Y14F,Mouse Adipocyte Caveolin-1 KO/WT/Y14F Immunogold TEM,Zenodo,https://doi.org/10.5281/zenodo.13880329,27,0,27
Plasma membrane remodeling determines adipocyte expansion and mechanical adaptability - Wild-type,Mouse Adipocyte Caveolin-1 KO/WT/Y14F Immunogold TEM,Zenodo,https://doi.org/10.5281/zenodo.13880307,17,0,17
Plasmodium berghei Male Gamete SBF-SEM,Plasmodium berghei Male Gamete Formation SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11710,0,2,2
Plasmodium berghei ookinete,Plasmodium berghei Ookinete FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-12956,0,1,1
Postmortem COVID-19 kidney ultrastructure,Human Kidney COVID-19 Postmortem TEM (2),BioImage Archive,https://doi.org/10.6019/S-BIAD3706,2,0,2
Postmortem COVID-19 lung and liver ultrastructure,Human Lung & Liver COVID-19 Postmortem TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3706,4,0,4
Postmortem COVID-19 renal ultrastructure,Human Kidney COVID-19 Postmortem TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3706,6,0,6
Postmortem COVID-19 ultrastructure,Human COVID-19 Postmortem Multi-Organ TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3706,4,0,4
Potato virus Y coat protein involvement in viral movement,Plant Leaf Potato Virus Y Movement TEM,Zenodo,https://doi.org/10.5281/zenodo.17643798,100,0,100
Probing the role of synaptic adhesion molecule RTN4RL2 in setting up cochlear connectivity,Mouse Cochlea RTN4RL2 KO SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-13506,0,3,3
Processed FIB SEM images of a parasitophorous vacuole containing Toxoplasma gondii ΔCAP parasites,Toxoplasma gondii CAP Parasitophorous Vacuole FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10324,0,1,1
"Processed FIB SEM images of a parasitophorous vacuole containing Toxoplasma gondii ΔCAP parasites, complemented with CAP",Toxoplasma gondii CAP Parasitophorous Vacuole FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10327,0,1,1
Quantitative subcellular reconstruction reveals a lipid mediated inter-organelle biogenesis network,Cal51 Cell Organelle Biogenesis Knockout FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11695,0,6,6
Rabbit Retina e1088 SBEM Volume,Rabbit Retina SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/e1088_large-5c010a3c010000f6145257c8/view,0,1,1
RAEM random-access electron microscopy for revisitable 3D imaging,RAEM Revisitable 3D Imaging SEM,BossDB,https://doi.org/10.60533/boss-2026-mw96,2,2,4
Rat Medial Entorhinal Cortex P25 Motortile 1,Rat Medial Entorhinal Cortex SBF-SEM,WEBKNOSSOS,https://webknossos.org/datasets/HS_st218_MT1-5a7c738a48d7a73cea3c83c2/view,0,1,1
REEP3 and REEP4 determine the tubular morphology of the endoplasmic reticulum during mitosis,HeLa Cell REEP3/4 Knockdown SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10994,0,2,2
Renal biopsy TEM - light chain deposition disease,Human Kidney Light Chain Deposition Disease TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3717,6,0,6
Renal Biopsy TEM - Membranous Glomerulonephritis,Human Membranous Glomerulonephritis Kidney TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3717,6,0,6
Rhesus Macaque V1 Layer 2/3 P3000 EM Volume,Mouse & Macaque Visual Cortex Synapse Development SEM,BossDB,https://doi.org/10.60533/boss-2023-0s41,0,1,1
Rhesus Macaque V1 Layer 2/3 P7 EM Volume,Mouse & Macaque Visual Cortex Synapse Development SEM,BossDB,https://doi.org/10.60533/boss-2023-0s41,0,1,1
Rhesus Macaque V1 Layer 2/3 P75 EM Volume,Mouse & Macaque Visual Cortex Synapse Development SEM,BossDB,https://doi.org/10.60533/boss-2023-0s41,0,1,1
Rhesus Macaque V1 Layer 4 P3000 EM Volume,Mouse & Macaque Visual Cortex Synapse Development SEM,BossDB,https://doi.org/10.60533/boss-2023-0s41,0,1,1
Rules of engagement for cohesin and condensin complexes during mitotic chromosome formation,Mitotic Chromosome Condensin-Cohesin SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11919,0,4,4
Sample preparation and data collection for serial block face scanning electron microscopy of mammalian cell monolayers.,Encephalitozoon intestinalis-Infected Vero Cell SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11683,0,11,11
SARS-CoV-2 infection in human adult lung alveolar stem cells,Human Alveolar Stem Cell Culture SARS-CoV-2 TEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10533,780,0,780
SARS-CoV-2-infected Vero Cell FIB-SEM Volume,SARS-CoV-2-Infected Vero Cell FIB-SEM,OpenOrganelle,https://doi.org/10.25378/janelia.16638316,0,1,1
SBF SEM images of a notoroid in longitudinal orientation containing TNE-ZsGreen+ notochord cells (Fig S26 part 1),Human Notoroid SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-12162,0,10,10
SBF SEM images of a notoroid in longitudinal orientation containing TNE-ZsGreen+ notochord cells (Fig S26 part 2),Human Notoroid SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-12163,0,7,7
SBF SEM images of a notoroid in longitudinal orientation containing TNE-ZsGreen+ notochord cells (Fig S26 part 3),Human Notoroid SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-12164,0,3,3
SBF SEM images of a notoroid in transverse orientation (Fig S24),Human Notoroid SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-12161,0,3,3
SBF SEM images of a Zebrafish hindbrain containing several Toxoplasma gondii tachizoites at different stages of replication,Zebrafish Hindbrain Toxoplasma Infection,EMPIAR,https://doi.org/10.6019/EMPIAR-10463,0,5,5
SBF SEM images of a Zebrafish hindbrain macrophage containing 2 Toxoplasma gondii tachizoites,Zebrafish Hindbrain Toxoplasma Infection,EMPIAR,https://doi.org/10.6019/EMPIAR-10461,0,3,3
SBF SEM of Human term placental villi,Human Placental Villi SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10967,0,11,11
SBF-SEM and FIB-SEM datasets and models of human macrophage and A431 cells,Human Macrophage & A431 Nuclear-Envelope Lipid Droplet EM,EMPIAR,https://doi.org/10.6019/EMPIAR-13420,0,7,7
"SBF-SEM Dataset of ""Breaking Free from the Acquisition Dogma for Volume Electron Microscopy""",Mouse Brain VEM Denoising SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.17082440,0,5,5
SBF-SEM Dataset of Guinea Pig Fetal Day 55-59 Psoas Muscle,Guinea Pig Fetal Psoas Muscle SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.1435581,0,6,6
SBF-SEM datasets of chaetoblasts constructing bristles in Platynereis dumerilii,Platynereis dumerilii Chaetoblast SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11851,0,3,3
"SBF-SEM datasets related to the manuscript ""Trans-cellular tunnels induced by the fungal pathogen Candida albicans facilitate invasion through successive epithelial cells without host damage"" by Lachat et al, 2022.",Candida albicans Epithelial Invasion SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.5776104,0,11,11
"SBF-SEM Donor 100, Depth 10um, Representative area 1",Human Brain Immersion-Fixation Brain-Banking Preservation,Zenodo,https://doi.org/10.5281/zenodo.13888106,0,2,2
"SBF-SEM Donor 100, Depth 10um, Representative Area 2",Human Brain Immersion-Fixation Brain-Banking Preservation,Zenodo,https://doi.org/10.5281/zenodo.13888109,0,1,1
"SBF-SEM Donor 100, Depth 20um, Representative Area 1",Human Brain Immersion-Fixation Brain-Banking Preservation,Zenodo,https://doi.org/10.5281/zenodo.13888113,0,1,1
"SBF-SEM Donor 100, Depth 20um, Representative Area 2",Human Brain Immersion-Fixation Brain-Banking Preservation,Zenodo,https://doi.org/10.5281/zenodo.13888116,0,1,1
"SBF-SEM Donor 57, Depth 25um",Human Brain Immersion-Fixation Brain-Banking Preservation,Zenodo,https://doi.org/10.5281/zenodo.13888085,0,1,1
"SBF-SEM micrographs of A. algerae microsporidia spores, 45 min germination",Anncaliia algerae Spore Germination SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11368,0,1,1
"SBF-SEM micrographs of A. algerae microsporidia spores, 5 min germination",Anncaliia algerae Spore Germination SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11367,0,3,3
"SBF-SEM micrographs of A. algerae spores, Ungerminated",Anncaliia algerae Ungerminated Spores SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11369,0,1,1
SBF-SEM of early schizont-stage malaria parasite infected red blood cell,Plasmodium falciparum-Infected Red Blood Cell SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10054,0,1,1
SBF-SEM of late schizont-stage malaria parasite infected red blood cell,Plasmodium falciparum-Infected Red Blood Cell SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10055,0,1,1
SBF-SEM of ring-stage malaria parasite infected red blood cell,Plasmodium falciparum-Infected Red Blood Cell SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10052,0,1,1
SBF-SEM of the Trichuris muris Stichosome,Trichuris muris Stichosome SBF-SEM,Zenodo,https://doi.org/10.5281/zenodo.3601280,0,2,2
SBF-SEM of trophozoite-stage malaria parasite infected red blood cell,Plasmodium falciparum-Infected Red Blood Cell SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10053,0,1,1
SBFSEM imaging of Leishmania haptomonad-like cells attached to plastic,Leishmania mexicana Haptomonad Adhesion,EMPIAR,https://doi.org/10.6019/EMPIAR-11464,0,1,1
SBFSEM imaging of Leishmania haptomonads on the stomodeal valve in the sand fly,Leishmania mexicana Haptomonad Adhesion,EMPIAR,https://doi.org/10.6019/EMPIAR-11463,0,1,1
Scramble control,Mouse MIN6 Beta Cell miR-146a-5p Inflammation TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3719,8,0,8
Scramble control - cytokine-treated,Mouse MIN6 Beta Cell miR-146a-5p Inflammation TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3719,8,0,8
SEM images of Mouse brain tissue sample,Mouse Brain FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-12581,0,1,1
Serial Block Face - Scanning Electron Microscopy of brain microvessels with/without P. falciparum egress products,Human Brain Microvessel Model P. falciparum SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-12967,0,2,2
Serial Block Face Scanning Electron Micrscopy dataset of fetal day 64 guinea pig psoas muscle in transverse,SBF-SEM Reconstruction Guide Example Volumes,EMPIAR,https://doi.org/10.6019/EMPIAR-10092,0,1,1
Serial Block Face Scanning Electron Micrscopy dataset of the optic lobe from an adult locust,SBF-SEM Reconstruction Guide Example Volumes,EMPIAR,https://doi.org/10.6019/EMPIAR-10152,0,1,1
Serial Block Face SEM of HeLa cell pellet with 10 nm pixels and 50 nm slices (benchmark dataset),HeLa Cell Pellet SBF-SEM Benchmark,EMPIAR,https://doi.org/10.6019/EMPIAR-10094,0,1,1
Serial Block Face SEM of HeLa cell pellet with 5 nm pixels and 50 nm slices (benchmark dataset),HeLa Cell Pellet SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10106,0,1,1
Serial section electron tomography of a Leishmania haptomonad on the stomodeal valve in the sand fly,Leishmania mexicana Haptomonad Adhesion,EMPIAR,https://doi.org/10.6019/EMPIAR-11467,0,1,1
Serial section electron tomography of a Leishmania haptomonad-like cell attached to plastic,Leishmania mexicana Haptomonad Adhesion,EMPIAR,https://doi.org/10.6019/EMPIAR-11468,0,1,1
Serial section images of Oikopleura dioica larva using SBF-SEM - Larva,Oikopleura dioica SBF-SEM,Dryad,https://doi.org/10.5061/dryad.dbrv15dzh,0,1,1
Serial Section Transmission Electron Microscopy,Human Brain Immersion-Fixation Brain-Banking Preservation,Zenodo,https://doi.org/10.5281/zenodo.13887963,0,2,2
SM WT1 8 nm Lysosome Combined FIB-SEM Volume,SM WT1 Lysosome FIB-SEM,WEBKNOSSOS,https://webknossos.org/datasets/SM_WT1_8nm_lysosome_combined-661d83c20100008c0298c110/view,0,1,1
SmartEM Mouse Cortex 10x10 Fused EM Volume,Mouse Cortex SEM,BossDB,https://doi.org/10.60533/boss-2023-4w35,0,1,1
Spatial Intra- and Intercellular Alignment of Respiratory Cilia and its Relation to Function,Human Respiratory Cilia SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10312,0,16,16
SPIONs-PEG treated and control rat organ TEM micrographs,Rat Multi-Organ Iron Oxide Nanocluster Biodistribution TEM,BioImage Archive,https://doi.org/10.6019/S-BIAD3709,701,0,701
Stitched Human Intestinal Organoid TEM,Human Intestinal Organoid SARS-CoV-2 TEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10404,2,0,2
Subcellular architecture collodaria photosymbiosis,Collodaria Photosymbiosis FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10738,0,7,7
Subcellular connectomic analyses of energy networks in striated muscle,Mouse Striated Muscle Mitochondrial Network FIB-SEM,Zenodo,https://zenodo.org/records/3936061,0,3,3
"Supporting data for ""Socially regulated developmental plasticity in the color pattern of an anemonefish""",Anemonefish Skin TEM,Zenodo,https://doi.org/10.5281/zenodo.16400562,31,0,31
Synapses in transmission electron micrographs,Mouse Hippocampal Synapse TEM,Zenodo,https://doi.org/10.5281/zenodo.14236382,13,0,13
Targeted volume Correlative Light and Electron Microscopy of environmental marine microorganisms,Ensiculifera tyrrhenica Dinoflagellate FIB-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-11399,0,1,1
TEM Image Dataset for Mitochondrial Morphology Analysis in Chemotherapy Response and Cancer Metastasis Studies,TNBC Mitochondrial Chemotherapy-Response TEM,Zenodo,https://doi.org/10.5281/zenodo.15608455,1742,0,1742
TEM images of a Zebrafish hindbrain cells containing Toxoplasma gondii tachizoites,Zebrafish Hindbrain Toxoplasma Infection,EMPIAR,https://doi.org/10.6019/EMPIAR-10460,0,3,3
TEM Mitochondria Segmentation Dataset for Triple Negative Breast Cancer Chemotherapy Analysis,TNBC Mitochondrial Chemotherapy-Response TEM,Zenodo,https://doi.org/10.5281/zenodo.15602048,209,0,209
TEM tomograms of Drosophila tracheal terminal cells during subcellular tube formation,Drosophila Tracheal Terminal Cell ET,EMPIAR,https://doi.org/10.6019/EMPIAR-10434,0,6,6
Three-dimensional nanostructure of an intact microglia cell,Mouse Hippocampal Microglia SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10201,0,2,2
Three-Dimensional Reconstructions of Mouse Circumvallate Taste Buds Using Serial Blockface Scanning Electron Microscopy: I. Cell Types and the Apical Region of the Taste Bud,Mouse Circumvallate Taste Bud SBF-SEM,EMPIAR,https://doi.org/10.6019/EMPIAR-10331,0,2,2
